student_id,school_type,school_major_detail,initial_choice_program,recommended_top1_program,recommended_top1_program_id,recommended_top1_score,recommended_top3_programs,recommended_top5_programs,alignment_status,advisory_message,generator_version
STU-010270,MA,IPS/Soshum,Akuntansi,Akuntansi,PRG2-027,0.843,Akuntansi|Teknik Industri|Sistem Informasi,Akuntansi|Teknik Industri|Sistem Informasi|Ilmu Hukum|Administrasi Publik,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010271,MA,IPS/Soshum,Akuntansi,Akuntansi,PRG2-027,0.906,Akuntansi|Administrasi Publik|Teknik Industri,Akuntansi|Administrasi Publik|Teknik Industri|Sistem Informasi|Ilmu Hukum,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010272,SMK,Agribisnis Tanaman/Ternak/Perikanan,Keperawatan,Keperawatan,PRG2-017,0.913,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Psikologi|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010273,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Akuntansi,Akuntansi,PRG2-027,0.913,Akuntansi|Sistem Informasi|Teknik Industri,Akuntansi|Sistem Informasi|Teknik Industri|Teknologi Informasi|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010274,SMK,Manajemen Perkantoran dan Layanan Bisnis,Film dan Televisi,Film dan Televisi,PRG2-031,0.83,Film dan Televisi|Desain Komunikasi Visual|Arsitektur,Film dan Televisi|Desain Komunikasi Visual|Arsitektur|Desain Produk|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010275,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Pariwisata,Ilmu Hukum,PRG2-022,0.808,Ilmu Hukum|Sistem Informasi|Teknik Industri,Ilmu Hukum|Sistem Informasi|Teknik Industri|Manajemen|Administrasi Publik,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010276,SMA,Bahasa dan Budaya,Akuntansi,Akuntansi,PRG2-027,0.826,Akuntansi|Teknik Industri|Sistem Informasi,Akuntansi|Teknik Industri|Sistem Informasi|Ilmu Hukum|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010277,MA,MIPA/IPA,Teknik Informatika,Teknik Informatika,PRG2-001,0.944,Teknik Informatika|Teknik Elektro|Teknik Mesin,Teknik Informatika|Teknik Elektro|Teknik Mesin|Teknologi Informasi|Kimia,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010278,MA,Keagamaan,Arsitektur,Agribisnis,PRG2-032,0.679,Agribisnis|Ilmu Komunikasi|Pariwisata,Agribisnis|Ilmu Komunikasi|Pariwisata|Ilmu Hukum|Manajemen,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010279,MA,IPS/Soshum,Belum yakin,Akuntansi,PRG2-027,0.825,Akuntansi|Teknik Industri|Sistem Informasi,Akuntansi|Teknik Industri|Sistem Informasi|Ilmu Hukum|Administrasi Publik,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010280,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Sistem Informasi,Sistem Informasi,PRG2-002,0.855,Sistem Informasi|Bisnis Digital|Manajemen,Sistem Informasi|Bisnis Digital|Manajemen|Akuntansi|Teknik Industri,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010281,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Desain Komunikasi Visual,Desain Komunikasi Visual,PRG2-029,0.975,Desain Komunikasi Visual|Desain Produk|Arsitektur,Desain Komunikasi Visual|Desain Produk|Arsitektur|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010282,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Teknik Industri,Teknik Industri,PRG2-007,0.975,Teknik Industri|Sistem Informasi|Farmasi,Teknik Industri|Sistem Informasi|Farmasi|Akuntansi|Bisnis Digital,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010283,SMA,Bahasa dan Budaya,Teknologi Informasi,Teknologi Informasi,PRG2-004,0.936,Teknologi Informasi|Teknik Informatika|Teknik Elektro,Teknologi Informasi|Teknik Informatika|Teknik Elektro|Teknik Mesin|Agroteknologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010284,SMA,Seni/Kreatif,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar,PRG2-024,0.868,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Pendidikan Dokter,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Pendidikan Dokter|Kesehatan Masyarakat|Keperawatan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010285,SMK,Akuntansi dan Keuangan Lembaga,Agribisnis,Agribisnis,PRG2-032,0.911,Agribisnis|Agroteknologi|Teknologi Pangan,Agribisnis|Agroteknologi|Teknologi Pangan|Pariwisata|Biologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010286,SMK,Manajemen Perkantoran dan Layanan Bisnis,Belum yakin,Akuntansi,PRG2-027,0.776,Akuntansi|Teknik Industri|Teknik Mesin,Akuntansi|Teknik Industri|Teknik Mesin|Teknik Elektro|Sistem Informasi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010287,SMA,Seni/Kreatif,Kimia,Kimia,PRG2-014,0.85,Kimia|Pendidikan Dokter|Statistika,Kimia|Pendidikan Dokter|Statistika|Ekonomi Pembangunan|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010288,SMK,Teknik Mesin,Farmasi,Farmasi,PRG2-016,0.905,Farmasi|Kimia|Sains Data,Farmasi|Kimia|Sains Data|Statistika|Matematika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010289,SMK,Pemasaran - Bisnis Digital,Akuntansi,Teknik Industri,PRG2-007,0.799,Teknik Industri|Sistem Informasi|Bisnis Digital,Teknik Industri|Sistem Informasi|Bisnis Digital|Pendidikan Dokter|Agribisnis,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010290,SMK,Farmasi Klinis dan Komunitas,Farmasi,Farmasi,PRG2-016,0.883,Farmasi|Kimia|Pendidikan Dokter,Farmasi|Kimia|Pendidikan Dokter|Ilmu Gizi|Kesehatan Masyarakat,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010291,SMA,Bahasa dan Budaya,Belum yakin,Biologi,PRG2-013,0.894,Biologi|Ekonomi Pembangunan|Pendidikan Dokter,Biologi|Ekonomi Pembangunan|Pendidikan Dokter|Farmasi|Teknologi Pangan,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010292,MA,Keagamaan,Sains Data,Administrasi Publik,PRG2-023,0.934,Administrasi Publik|Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat,Administrasi Publik|Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat|Pendidikan Bahasa Inggris|Psikologi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010293,SMK,Akuntansi dan Keuangan Lembaga,Akuntansi,Akuntansi,PRG2-027,0.912,Akuntansi|Teknik Industri|Sistem Informasi,Akuntansi|Teknik Industri|Sistem Informasi|Statistika|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010294,SMA,MIPA/IPA,Teknik Mesin,Teknik Mesin,PRG2-008,0.918,Teknik Mesin|Teknik Elektro|Teknik Sipil,Teknik Mesin|Teknik Elektro|Teknik Sipil|Teknologi Informasi|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010295,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Sains Data,Sains Data,PRG2-003,0.936,Sains Data|Teknik Informatika|Teknologi Informasi,Sains Data|Teknik Informatika|Teknologi Informasi|Kimia|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010296,SMK,Farmasi Klinis dan Komunitas,Kesehatan Masyarakat,Kesehatan Masyarakat,PRG2-018,0.914,Kesehatan Masyarakat|Keperawatan|Farmasi,Kesehatan Masyarakat|Keperawatan|Farmasi|Psikologi|Ilmu Gizi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010297,SMK,Desain Komunikasi Visual,Agribisnis,Agribisnis,PRG2-032,0.87,Agribisnis|Agroteknologi|Teknologi Pangan,Agribisnis|Agroteknologi|Teknologi Pangan|Desain Produk|Desain Komunikasi Visual,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010298,SMK,Agribisnis Tanaman/Ternak/Perikanan,Biologi,Biologi,PRG2-013,0.938,Biologi|Teknologi Pangan|Ilmu Gizi,Biologi|Teknologi Pangan|Ilmu Gizi|Agroteknologi|Kimia,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010299,SMK,Layanan Kesehatan,Desain Komunikasi Visual,Desain Komunikasi Visual,PRG2-029,0.838,Desain Komunikasi Visual|Arsitektur|Desain Produk,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010300,SMA,Pilihan Campuran Kurikulum Merdeka,Arsitektur,Arsitektur,PRG2-010,0.905,Arsitektur|Desain Komunikasi Visual|Desain Produk,Arsitektur|Desain Komunikasi Visual|Desain Produk|Film dan Televisi|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010301,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Biologi,Biologi,PRG2-013,0.888,Biologi|Sains Data|Statistika,Biologi|Sains Data|Statistika|Matematika|Ilmu Gizi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010302,MA,IPS/Soshum,Akuntansi,Akuntansi,PRG2-027,0.856,Akuntansi|Teknik Industri|Sistem Informasi,Akuntansi|Teknik Industri|Sistem Informasi|Ilmu Hukum|Administrasi Publik,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010303,SMK,Akuntansi dan Keuangan Lembaga,Bisnis Digital,Bisnis Digital,PRG2-005,0.826,Bisnis Digital|Manajemen|Agribisnis,Bisnis Digital|Manajemen|Agribisnis|Akuntansi|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010304,SMK,Pengembangan Gim,Statistika,Statistika,PRG2-012,0.881,Statistika|Sains Data|Kimia,Statistika|Sains Data|Kimia|Farmasi|Matematika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010305,SMA,Pilihan Campuran Kurikulum Merdeka,Manajemen,Manajemen,PRG2-026,0.799,Manajemen|Teknik Industri|Sistem Informasi,Manajemen|Teknik Industri|Sistem Informasi|Akuntansi|Bisnis Digital,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010306,SMK,Layanan Kesehatan,Teknologi Informasi,Desain Produk,PRG2-030,0.884,Desain Produk|Arsitektur|Desain Komunikasi Visual,Desain Produk|Arsitektur|Desain Komunikasi Visual|Film dan Televisi|Ilmu Komunikasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010307,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Manajemen,Manajemen,PRG2-026,0.874,Manajemen|Bisnis Digital|Sistem Informasi,Manajemen|Bisnis Digital|Sistem Informasi|Teknik Industri|Administrasi Publik,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010308,MA,MIPA/IPA,Teknik Informatika,Sistem Informasi,PRG2-002,0.729,Sistem Informasi|Teknologi Informasi|Teknik Mesin,Sistem Informasi|Teknologi Informasi|Teknik Mesin|Teknik Informatika|Teknik Elektro,sebagian_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-010309,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Psikologi,Pendidikan Bahasa Inggris,PRG2-025,0.791,Pendidikan Bahasa Inggris|Ilmu Komunikasi|Psikologi,Pendidikan Bahasa Inggris|Ilmu Komunikasi|Psikologi|Film dan Televisi|Desain Komunikasi Visual,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-010310,SMK,Manajemen Perkantoran dan Layanan Bisnis,Ilmu Gizi,Kesehatan Masyarakat,PRG2-018,0.729,Kesehatan Masyarakat|Ilmu Gizi|Keperawatan,Kesehatan Masyarakat|Ilmu Gizi|Keperawatan|Teknik Mesin|Teknik Elektro,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-010311,SMA,MIPA/IPA,Biologi,Biologi,PRG2-013,1.0,Biologi|Kimia|Teknologi Pangan,Biologi|Kimia|Teknologi Pangan|Matematika|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010312,SMK,Akuntansi dan Keuangan Lembaga,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar,PRG2-024,0.975,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Keperawatan|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010313,SMK,Pengembangan Gim,Arsitektur,Arsitektur,PRG2-010,0.92,Arsitektur|Desain Komunikasi Visual|Desain Produk,Arsitektur|Desain Komunikasi Visual|Desain Produk|Film dan Televisi|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010314,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Belum yakin,Bisnis Digital,PRG2-005,0.838,Bisnis Digital|Agribisnis|Manajemen,Bisnis Digital|Agribisnis|Manajemen|Sistem Informasi|Teknik Industri,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010315,SMA,MIPA/IPA,Biologi,Biologi,PRG2-013,0.906,Biologi|Pendidikan Dokter|Teknologi Pangan,Biologi|Pendidikan Dokter|Teknologi Pangan|Matematika|Ilmu Gizi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010316,SMA,Bahasa dan Budaya,Ekonomi Pembangunan,Sistem Informasi,PRG2-002,0.74,Sistem Informasi|Ilmu Hukum|Ekonomi Pembangunan,Sistem Informasi|Ilmu Hukum|Ekonomi Pembangunan|Teknik Industri|Ilmu Komunikasi,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-010317,SMK,Agribisnis Tanaman/Ternak/Perikanan,Agroteknologi,Agroteknologi,PRG2-033,0.961,Agroteknologi|Agribisnis|Teknologi Pangan,Agroteknologi|Agribisnis|Teknologi Pangan|Biologi|Teknik Elektro,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010318,MA,IPS/Soshum,Belum yakin,Ekonomi Pembangunan,PRG2-028,0.856,Ekonomi Pembangunan|Matematika|Sains Data,Ekonomi Pembangunan|Matematika|Sains Data|Farmasi|Pendidikan Dokter,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010319,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Belum yakin,Teknik Elektro,PRG2-006,0.831,Teknik Elektro|Teknik Mesin|Teknik Informatika,Teknik Elektro|Teknik Mesin|Teknik Informatika|Teknologi Informasi|Teknik Sipil,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010320,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Pariwisata,Keperawatan,PRG2-017,0.87,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Pariwisata|Pendidikan Bahasa Inggris,sebagian_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-010321,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Sains Data,Sains Data,PRG2-003,0.938,Sains Data|Teknik Informatika|Teknologi Informasi,Sains Data|Teknik Informatika|Teknologi Informasi|Statistika|Akuntansi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010322,SMA,MIPA/IPA,Ilmu Komunikasi,Ilmu Komunikasi,PRG2-021,0.833,Ilmu Komunikasi|Ilmu Hukum|Akuntansi,Ilmu Komunikasi|Ilmu Hukum|Akuntansi|Pendidikan Bahasa Inggris|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010323,SMA,MIPA/IPA,Teknik Mesin,Teknik Mesin,PRG2-008,0.953,Teknik Mesin|Teknik Informatika|Teknik Elektro,Teknik Mesin|Teknik Informatika|Teknik Elektro|Teknologi Informasi|Kimia,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010324,SMK,Teknik Mesin,Pendidikan Guru Sekolah Dasar,Teknik Mesin,PRG2-008,0.751,Teknik Mesin|Statistika|Teknik Industri,Teknik Mesin|Statistika|Teknik Industri|Teknik Informatika|Akuntansi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010325,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Film dan Televisi,Film dan Televisi,PRG2-031,0.944,Film dan Televisi|Desain Produk|Arsitektur,Film dan Televisi|Desain Produk|Arsitektur|Desain Komunikasi Visual|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010326,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Arsitektur,Farmasi,PRG2-016,0.846,Farmasi|Kimia|Teknik Informatika,Farmasi|Kimia|Teknik Informatika|Pendidikan Dokter|Sains Data,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010327,MA,IPS/Soshum,Belum yakin,Administrasi Publik,PRG2-023,0.913,Administrasi Publik|Kesehatan Masyarakat|Psikologi,Administrasi Publik|Kesehatan Masyarakat|Psikologi|Pendidikan Guru Sekolah Dasar|Ekonomi Pembangunan,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010328,SMK,Manajemen Perkantoran dan Layanan Bisnis,Statistika,Manajemen,PRG2-026,0.846,Manajemen|Bisnis Digital|Teknik Industri,Manajemen|Bisnis Digital|Teknik Industri|Sistem Informasi|Pariwisata,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010329,SMK,Akuntansi dan Keuangan Lembaga,Ekonomi Pembangunan,Manajemen,PRG2-026,0.846,Manajemen|Bisnis Digital|Pariwisata,Manajemen|Bisnis Digital|Pariwisata|Akuntansi|Sistem Informasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010330,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Akuntansi,Ilmu Komunikasi,PRG2-021,0.853,Ilmu Komunikasi|Film dan Televisi|Bisnis Digital,Ilmu Komunikasi|Film dan Televisi|Bisnis Digital|Manajemen|Sistem Informasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010331,SMA,MIPA/IPA,Psikologi,Kimia,PRG2-014,0.94,Kimia|Farmasi|Pendidikan Dokter,Kimia|Farmasi|Pendidikan Dokter|Matematika|Sains Data,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010332,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Arsitektur,Arsitektur,PRG2-010,0.975,Arsitektur|Desain Komunikasi Visual|Desain Produk,Arsitektur|Desain Komunikasi Visual|Desain Produk|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010333,SMK,Farmasi Klinis dan Komunitas,Teknik Industri,Teknik Industri,PRG2-007,0.913,Teknik Industri|Akuntansi|Sistem Informasi,Teknik Industri|Akuntansi|Sistem Informasi|Farmasi|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010334,SMK,Akuntansi dan Keuangan Lembaga,Desain Komunikasi Visual,Desain Komunikasi Visual,PRG2-029,0.944,Desain Komunikasi Visual|Arsitektur|Desain Produk,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010335,SMK,Desain Komunikasi Visual,Agribisnis,Agribisnis,PRG2-032,0.905,Agribisnis|Agroteknologi|Teknologi Pangan,Agribisnis|Agroteknologi|Teknologi Pangan|Biologi|Desain Komunikasi Visual,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010336,SMA,Bahasa dan Budaya,Ekonomi Pembangunan,Ekonomi Pembangunan,PRG2-028,0.919,Ekonomi Pembangunan|Kimia|Sains Data,Ekonomi Pembangunan|Kimia|Sains Data|Matematika|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010337,SMA,Bahasa dan Budaya,Belum yakin,Agribisnis,PRG2-032,0.925,Agribisnis|Pariwisata|Ilmu Komunikasi,Agribisnis|Pariwisata|Ilmu Komunikasi|Pendidikan Bahasa Inggris|Agroteknologi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010338,SMK,Teknik Elektronika,Statistika,Statistika,PRG2-012,0.776,Statistika|Sains Data|Teknik Industri,Statistika|Sains Data|Teknik Industri|Farmasi|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010339,SMA,MIPA/IPA,Kesehatan Masyarakat,Kesehatan Masyarakat,PRG2-018,1.0,Kesehatan Masyarakat|Keperawatan|Psikologi,Kesehatan Masyarakat|Keperawatan|Psikologi|Ilmu Gizi|Administrasi Publik,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010340,SMK,Pengembangan Gim,Pendidikan Bahasa Inggris,Statistika,PRG2-012,0.808,Statistika|Sains Data|Farmasi,Statistika|Sains Data|Farmasi|Kimia|Ekonomi Pembangunan,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
