utterance_id,utterance,intent_label,language_variant,student_id,school_type,school_major_detail,riasec_primary,riasec_secondary,mi_primary,vark_primary,career_alignment,initial_choice_program,expected_top_programs,source_type,generator_version,utterance_length
UTT2-005318,"Aku seneng eksperimen dan statistika, kira-kira prodi sing cocok kanggo aku apa?",rekomendasi_prodi,jawa_umum,STU-009226,SMK,Manajemen Perkantoran dan Layanan Bisnis,Investigative,Conventional,Logis-Matematis,Visual,Akademik,Bisnis Digital,Statistika|Sains Data|Kimia|Farmasi|Sistem Informasi,synthetic_template,stage10-v2.0,12
UTT2-005319,Saya siswa SMK jurusan Akuntansi dan Keuangan Lembaga. Saya tertarik pada epidemiologi. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-002700,SMK,Akuntansi dan Keuangan Lembaga,Social,Investigative,Interpersonal,Reading/Writing,Sosial,Kesehatan Masyarakat,Kesehatan Masyarakat|Keperawatan|Pendidikan Guru Sekolah Dasar|Ilmu Gizi|Psikologi,synthetic_template,stage10-v2.0,17
UTT2-005320,Saya siswa SMK jurusan Teknik Jaringan Komputer dan Telekomunikasi - TKJ. Saya tertarik pada eksperimen. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-002792,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Investigative,Conventional,Logis-Matematis,Visual,Akademik,Statistika,Statistika|Sains Data|Teknik Informatika|Kimia|Farmasi,synthetic_template,stage10-v2.0,20
UTT2-005321,"Aku masih bingung minatku apa, tapi suka Campuran dan edukasi. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-007615,SMA,Pilihan Campuran Kurikulum Merdeka,Social,Artistic,Interpersonal,Auditory,Sosial,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Keperawatan|Psikologi,synthetic_template,stage10-v2.0,13
UTT2-005322,"Saya siswa SMK jurusan Sistem Informasi, Jaringan, dan Aplikasi - SIJA. Saya tertarik pada bangunan. Program studi apa yang sesuai?",rekomendasi_prodi,id_formal,STU-011220,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Teknologi Informasi,Teknologi Informasi|Teknik Informatika|Teknik Elektro|Teknik Mesin|Sains Data,synthetic_template,stage10-v2.0,20
UTT2-005323,Saya menyukai Gim dan desain bangunan. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-008419,SMK,Pengembangan Gim,Conventional,Realistic,Visual-Spasial,Visual,Kreatif,Arsitektur,Arsitektur|Desain Produk|Desain Komunikasi Visual|Teknik Sipil|Akuntansi,synthetic_template,stage10-v2.0,12
UTT2-005324,"Yen aku milih Teknologi Pangan, kudu sinau saka ngendi dhisik?",roadmap_belajar,jawa_umum,STU-007264,SMK,Agribisnis Tanaman/Ternak/Perikanan,Investigative,Conventional,Naturalis,Kinesthetic,Akademik,Ilmu Gizi,Teknologi Pangan|Ilmu Gizi|Biologi|Agroteknologi|Kimia,synthetic_template,stage10-v2.0,10
UTT2-005325,"Aku anak SMK jurusan Pemasaran - Bisnis Digital, suka lingkungan. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-005286,SMK,Pemasaran - Bisnis Digital,Enterprising,Realistic,Naturalis,Kinesthetic,Praktikal,Belum yakin,Agribisnis|Teknologi Pangan|Agroteknologi|Bisnis Digital|Biologi,synthetic_template,stage10-v2.0,14
UTT2-005326,Saya menyukai Caregiving dan lapangan. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-001202,SMK,Layanan Kesehatan,Realistic,Investigative,Logis-Matematis,Auditory,Praktikal,Teknik Mesin,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Teknik Sipil,synthetic_template,stage10-v2.0,11
UTT2-005327,Saya siswa SMK jurusan Manajemen Perkantoran dan Layanan Bisnis. Saya tertarik pada laboratorium. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-007216,SMK,Manajemen Perkantoran dan Layanan Bisnis,Investigative,Conventional,Logis-Matematis,Visual,Eksekutif,Farmasi,Farmasi|Kimia|Sistem Informasi|Teknik Industri|Sains Data,synthetic_template,stage10-v2.0,18
UTT2-005328,"Saya suka Fase F, major S1 yang paling cocok apa?",rekomendasi_prodi,mixed,STU-004511,SMA,Pilihan Campuran Kurikulum Merdeka,Investigative,Conventional,Logis-Matematis,Reading/Writing,Kreatif,Belum yakin,Farmasi|Ekonomi Pembangunan|Kimia|Pendidikan Dokter|Matematika,synthetic_template,stage10-v2.0,10
UTT2-005329,Awalna abdi hoyong Psikologi. Eta cocog teu sareng profil abdi?,bandingkan_pilihan_awal,sunda_umum,STU-000826,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Conventional,Realistic,Logis-Matematis,Reading/Writing,Eksekutif,Psikologi,Sistem Informasi|Teknik Industri|Teknologi Informasi|Akuntansi|Sains Data,synthetic_template,stage10-v2.0,10
UTT2-005330,"Aku masih bingung minatku apa, tapi suka presentasi dan startup. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-006475,SMA,IPS/Soshum,Enterprising,Realistic,Linguistik,Reading/Writing,Praktikal,Agribisnis,Agribisnis|Ilmu Hukum|Ilmu Komunikasi|Manajemen|Teknik Industri,synthetic_template,stage10-v2.0,13
UTT2-005331,"Aku isih bingung minatku, nanging seneng makanan dan RPL. Iso dibantu?",klarifikasi_minat,jawa_umum,STU-010099,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Investigative,Realistic,Visual-Spasial,Kinesthetic,Praktikal,Biologi,Teknologi Pangan|Teknik Informatika|Statistika|Teknik Sipil|Biologi,synthetic_template,stage10-v2.0,11
UTT2-005332,Saya menyukai alam dan matematika. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-011466,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Investigative,Artistic,Naturalis,Reading/Writing,Praktikal,Teknologi Pangan,Teknologi Pangan|Teknik Informatika|Biologi|Ilmu Gizi|Agroteknologi,synthetic_template,stage10-v2.0,11
UTT2-005333,"Aku lumayan suka pgsd dan pendidikan. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-008954,MA,MIPA/IPA,Social,Artistic,Interpersonal,Reading/Writing,Kreatif,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Administrasi Publik|Pendidikan Dokter|Keperawatan,synthetic_template,stage10-v2.0,14
UTT2-005334,Abdi kedah diajar naon heula supados siap lebet Pariwisata?,skill_awal,sunda_umum,STU-010830,SMK,Pengembangan Gim,Social,Conventional,Kinestetik,Auditory,Sosial,Pariwisata,Pariwisata|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Keperawatan,synthetic_template,stage10-v2.0,9
UTT2-005335,"Saya siswa SMK jurusan Sistem Informasi, Jaringan, dan Aplikasi - SIJA. Saya tertarik pada elektronika. Program studi apa yang sesuai?",rekomendasi_prodi,id_formal,STU-011717,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Realistic,Investigative,Logis-Matematis,Reading/Writing,Praktikal,Teknik Elektro,Teknik Elektro|Teknologi Informasi|Teknik Informatika|Teknik Mesin|Teknik Sipil,synthetic_template,stage10-v2.0,20
UTT2-005336,"Aku anak SMK jurusan Teknik Jaringan Komputer dan Telekomunikasi - TKJ, suka Jaringan dan mekanik. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-005029,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Realistic,Enterprising,Kinestetik,Kinesthetic,Praktikal,Teknik Mesin,Teknik Mesin|Teknologi Informasi|Teknik Informatika|Teknik Sipil|Teknik Elektro,synthetic_template,stage10-v2.0,19
UTT2-005337,Punten damelkeun roadmap belajar kanggo persiapan Teknologi Informasi.,roadmap_belajar,sunda_umum,STU-009825,SMK,Desain Komunikasi Visual,Realistic,Investigative,Logis-Matematis,Kinesthetic,Akademik,Biologi,Teknologi Informasi|Kimia|Teknik Mesin|Teknik Elektro|Sains Data,synthetic_template,stage10-v2.0,8
UTT2-005338,Saya siswa SMA jurusan MIPA/IPA. Saya tertarik pada membantu dan Informatika. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-001891,SMA,MIPA/IPA,Social,Investigative,Interpersonal,Reading/Writing,Sosial,Psikologi,Psikologi|Kesehatan Masyarakat|Keperawatan|Pendidikan Guru Sekolah Dasar|Ilmu Gizi,synthetic_template,stage10-v2.0,16
UTT2-005339,Saya menyukai mekanik dan produksi. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-009002,SMK,Teknik Elektronika,Realistic,Enterprising,Logis-Matematis,Visual,Kreatif,Teknik Mesin,Teknik Mesin|Teknik Elektro|Teknik Industri|Teknologi Informasi|Teknik Sipil,synthetic_template,stage10-v2.0,11
UTT2-005340,Saya siswa SMK jurusan Desain Komunikasi Visual. Saya tertarik pada survei. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-001071,SMK,Desain Komunikasi Visual,Investigative,Conventional,Linguistik,Visual,Akademik,Statistika,Statistika|Sains Data|Kimia|Biologi|Farmasi,synthetic_template,stage10-v2.0,16
UTT2-005341,Prospek karier tina Ilmu Hukum naon wae?,prospek_karier,sunda_umum,STU-005062,SMA,Bahasa dan Budaya,Conventional,Enterprising,Interpersonal,Reading/Writing,Eksekutif,Ilmu Hukum,Ilmu Hukum|Administrasi Publik|Ilmu Komunikasi|Manajemen|Akuntansi,synthetic_template,stage10-v2.0,7
UTT2-005342,"Saya masih bingung dengan minat saya, tetapi saya cukup suka statistik dan aplikasi. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-004871,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Investigative,Realistic,Logis-Matematis,Kinesthetic,Praktikal,Teknik Informatika,Teknik Informatika|Teknologi Informasi|Teknik Mesin|Teknik Elektro|Sains Data,synthetic_template,stage10-v2.0,16
UTT2-005343,Saya siswa SMK jurusan Agribisnis Tanaman/Ternak/Perikanan. Saya tertarik pada teman. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-000030,SMK,Agribisnis Tanaman/Ternak/Perikanan,Social,Realistic,Interpersonal,Kinesthetic,Sosial,Teknik Elektro,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Ilmu Gizi|Psikologi,synthetic_template,stage10-v2.0,15
UTT2-005344,"Saya masih bingung dengan minat saya, tetapi saya cukup suka empati dan kesehatan. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-000102,SMK,Teknik Mesin,Social,Realistic,Interpersonal,Visual,Sosial,Keperawatan,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Ilmu Gizi|Pariwisata,synthetic_template,stage10-v2.0,16
UTT2-005345,"Aku masih bingung minatku apa, tapi suka ruang dan alam. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-011743,SMK,Agribisnis Tanaman/Ternak/Perikanan,Artistic,Investigative,Naturalis,Visual,Kreatif,Teknik Mesin,Arsitektur|Desain Produk|Film dan Televisi|Desain Komunikasi Visual|Agroteknologi,synthetic_template,stage10-v2.0,13
UTT2-005346,"Abdi resep Komputer dan genetika, kira-kira prodi anu pas kanggo abdi naon?",rekomendasi_prodi,sunda_umum,STU-003477,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Investigative,Realistic,Naturalis,Reading/Writing,Kreatif,Biologi,Biologi|Ilmu Gizi|Teknologi Pangan|Kimia|Teknik Informatika,synthetic_template,stage10-v2.0,12
UTT2-005347,Saya menyukai komunitas dan translation. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-009762,SMK,Akuntansi dan Keuangan Lembaga,Social,Artistic,Linguistik,Auditory,Eksekutif,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi|Kesehatan Masyarakat|Pariwisata,synthetic_template,stage10-v2.0,11
UTT2-005348,Saya siswa SMK jurusan Agribisnis Tanaman/Ternak/Perikanan. Saya tertarik pada Agribisnis dan data science. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-001737,SMK,Agribisnis Tanaman/Ternak/Perikanan,Conventional,Investigative,Logis-Matematis,Visual,Akademik,Sains Data,Sains Data|Statistika|Farmasi|Sistem Informasi|Matematika,synthetic_template,stage10-v2.0,18
UTT2-005349,"Aku lumayan suka produk digital. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-002638,SMK,Farmasi Klinis dan Komunitas,Enterprising,Conventional,Visual-Spasial,Kinesthetic,Eksekutif,Teknik Sipil,Bisnis Digital|Teknik Industri|Manajemen|Sistem Informasi|Desain Komunikasi Visual,synthetic_template,stage10-v2.0,13
UTT2-005350,"Aku lumayan suka observasi dan konseling. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-011318,SMA,Bahasa dan Budaya,Artistic,Investigative,Interpersonal,Auditory,Sosial,Pendidikan Guru Sekolah Dasar,Psikologi|Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Film dan Televisi|Kesehatan Masyarakat,synthetic_template,stage10-v2.0,14
UTT2-005351,"Aku anak SMA jurusan Bahasa dan Budaya, suka visual. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-000547,SMA,Bahasa dan Budaya,Artistic,Conventional,Visual-Spasial,Visual,Kreatif,Belum yakin,Arsitektur|Desain Komunikasi Visual|Desain Produk|Film dan Televisi|Ilmu Komunikasi,synthetic_template,stage10-v2.0,13
UTT2-005352,"Upami abdi milih Pendidikan Bahasa Inggris, kedah diajar ti mana heula?",roadmap_belajar,sunda_umum,STU-010968,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Social,Artistic,Linguistik,Auditory,Sosial,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi|Pariwisata|Kesehatan Masyarakat,synthetic_template,stage10-v2.0,11
UTT2-005353,"Aku lumayan suka robotik dan bangunan. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-011347,SMK,Manajemen Perkantoran dan Layanan Bisnis,Realistic,Investigative,Logis-Matematis,Reading/Writing,Praktikal,Teknik Mesin,Teknik Mesin|Teknik Elektro|Teknik Industri|Teknik Informatika|Teknik Sipil,synthetic_template,stage10-v2.0,14
UTT2-005354,"Aku anak SMK jurusan Layanan Kesehatan, suka teman dan pendidikan. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-009135,SMK,Layanan Kesehatan,Social,Artistic,Interpersonal,Auditory,Sosial,Ilmu Gizi,Pendidikan Guru Sekolah Dasar|Keperawatan|Kesehatan Masyarakat|Ilmu Gizi|Pendidikan Bahasa Inggris,synthetic_template,stage10-v2.0,14
UTT2-005355,"Aku lumayan suka edukasi dan Seni. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-011693,SMA,Seni/Kreatif,Social,Realistic,Visual-Spasial,Visual,Kreatif,Arsitektur,Arsitektur|Desain Produk|Desain Komunikasi Visual|Film dan Televisi|Teknik Sipil,synthetic_template,stage10-v2.0,14
UTT2-005356,"Aku anak SMK jurusan Manajemen Perkantoran dan Layanan Bisnis, suka Komunikasi dan struktur. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-000962,SMK,Manajemen Perkantoran dan Layanan Bisnis,Realistic,Investigative,Visual-Spasial,Visual,Kreatif,Teknik Sipil,Teknik Sipil|Arsitektur|Desain Produk|Teknik Mesin|Teknik Elektro,synthetic_template,stage10-v2.0,17
UTT2-005357,"Saya masih bingung dengan minat saya, tetapi saya cukup suka event dan startup. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-002443,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Enterprising,Social,Interpersonal,Auditory,Sosial,Biologi,Pariwisata|Kesehatan Masyarakat|Bisnis Digital|Pendidikan Guru Sekolah Dasar|Manajemen,synthetic_template,stage10-v2.0,16
UTT2-005358,"Abdi siswa SMA jurusan MIPA/IPA, resep organisasi dan desain. Jurusan kuliah nu cocok naon?",rekomendasi_prodi,sunda_umum,STU-011600,SMA,MIPA/IPA,Enterprising,Artistic,Visual-Spasial,Reading/Writing,Eksekutif,Manajemen,Manajemen|Teknik Industri|Bisnis Digital|Desain Produk|Arsitektur,synthetic_template,stage10-v2.0,14
UTT2-005359,"Aku anak SMK jurusan Agribisnis Tanaman/Ternak/Perikanan, suka startup. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-004398,SMK,Agribisnis Tanaman/Ternak/Perikanan,Enterprising,Social,Interpersonal,Auditory,Sosial,Sains Data,Pariwisata|Bisnis Digital|Manajemen|Pendidikan Guru Sekolah Dasar|Agribisnis,synthetic_template,stage10-v2.0,12
UTT2-005360,Saya menyukai sensor dan iot. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-002647,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Realistic,Enterprising,Logis-Matematis,Kinesthetic,Eksekutif,Teknik Elektro,Teknik Elektro|Teknik Informatika|Teknik Mesin|Teknologi Informasi|Teknik Industri,synthetic_template,stage10-v2.0,11
UTT2-005361,"Aku anak SMK jurusan Desain Komunikasi Visual, suka film. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-003103,SMK,Desain Komunikasi Visual,Artistic,Enterprising,Visual-Spasial,Visual,Praktikal,Film dan Televisi,Film dan Televisi|Desain Komunikasi Visual|Arsitektur|Desain Produk|Teknik Sipil,synthetic_template,stage10-v2.0,13
UTT2-005362,"Aku anak MAK jurusan MAK Teknologi/Bisnis/Kesehatan/Kreatif, suka membantu dan Konsentrasi. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-005748,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Social,Investigative,Interpersonal,Visual,Sosial,Kesehatan Masyarakat,Kesehatan Masyarakat|Keperawatan|Administrasi Publik|Ilmu Gizi|Pendidikan Guru Sekolah Dasar,synthetic_template,stage10-v2.0,14
UTT2-005363,"Aku anak MA jurusan Keagamaan, suka pelayanan. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-003187,MA,Keagamaan,Social,Artistic,Interpersonal,Visual,Sosial,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Administrasi Publik|Psikologi|Kesehatan Masyarakat,synthetic_template,stage10-v2.0,11
UTT2-005364,Awale aku kepengin Pariwisata. Kuwi cocok ora karo profilku?,bandingkan_pilihan_awal,jawa_umum,STU-011807,SMK,Layanan Kesehatan,Enterprising,Investigative,Interpersonal,Reading/Writing,Sosial,Pariwisata,Pariwisata|Kesehatan Masyarakat|Manajemen|Bisnis Digital|Ilmu Gizi,synthetic_template,stage10-v2.0,9
UTT2-005365,"Aku lumayan suka translation dan RPL. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-008225,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Artistic,Enterprising,Linguistik,Auditory,Sosial,Kesehatan Masyarakat,Pendidikan Bahasa Inggris|Ilmu Komunikasi|Desain Produk|Pendidikan Guru Sekolah Dasar|Film dan Televisi,synthetic_template,stage10-v2.0,14
UTT2-005366,"Saya masih bingung dengan minat saya, tetapi saya cukup suka coding. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-000256,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Investigative,Realistic,Logis-Matematis,Kinesthetic,Praktikal,Teknik Informatika,Teknik Informatika|Teknologi Informasi|Teknik Elektro|Teknik Mesin|Sains Data,synthetic_template,stage10-v2.0,14
UTT2-005367,"Aku lumayan suka statistik dan anatomi. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-010194,SMA,MIPA/IPA,Investigative,Social,Logis-Matematis,Reading/Writing,Akademik,Pendidikan Dokter,Pendidikan Dokter|Ekonomi Pembangunan|Farmasi|Statistika|Matematika,synthetic_template,stage10-v2.0,14
UTT2-005368,"Saya masih bingung dengan minat saya, tetapi saya cukup suka cerita. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-006630,MA,Keagamaan,Social,Artistic,Linguistik,Auditory,Sosial,Belum yakin,Pendidikan Bahasa Inggris|Administrasi Publik|Pendidikan Guru Sekolah Dasar|Psikologi|Keperawatan,synthetic_template,stage10-v2.0,14
UTT2-005369,"Aku siswa SMK jurusan Teknik Mesin, seneng Produksi. Jurusan kuliah sing pas apa ya?",rekomendasi_prodi,jawa_umum,STU-010262,SMK,Teknik Mesin,Conventional,Realistic,Visual-Spasial,Reading/Writing,Kreatif,Desain Produk,Desain Produk|Arsitektur|Desain Komunikasi Visual|Teknik Industri|Teknik Mesin,synthetic_template,stage10-v2.0,14
UTT2-005370,"Abdi masih bingung minat, tapi resep Sejarah dan arsip. Tiasa dibantos arahanna?",klarifikasi_minat,sunda_umum,STU-007466,MA,IPS/Soshum,Conventional,Enterprising,Logis-Matematis,Reading/Writing,Eksekutif,Belum yakin,Teknik Industri|Sistem Informasi|Akuntansi|Administrasi Publik|Ilmu Hukum,synthetic_template,stage10-v2.0,12
UTT2-005371,"Saya suka pidato, major S1 yang paling cocok apa?",rekomendasi_prodi,mixed,STU-009330,SMA,Bahasa dan Budaya,Social,Artistic,Linguistik,Auditory,Sosial,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi|Psikologi|Pariwisata,synthetic_template,stage10-v2.0,9
UTT2-005372,Prospek kerja saka Teknik Industri kuwi apa wae?,prospek_karier,jawa_umum,STU-011648,SMA,Bahasa dan Budaya,Conventional,Social,Logis-Matematis,Reading/Writing,Eksekutif,Teknik Industri,Teknik Industri|Akuntansi|Sistem Informasi|Ilmu Hukum|Administrasi Publik,synthetic_template,stage10-v2.0,8
UTT2-005373,Compare Ilmu Gizi dengan rekomendasi sistem dong.,bandingkan_pilihan_awal,mixed,STU-002713,SMK,Agribisnis Tanaman/Ternak/Perikanan,Investigative,Artistic,Naturalis,Reading/Writing,Sosial,Ilmu Gizi,Ilmu Gizi|Biologi|Teknologi Pangan|Agroteknologi|Farmasi,synthetic_template,stage10-v2.0,7
UTT2-005374,"Aku anak SMK jurusan Pemasaran - Bisnis Digital, suka Konten. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-009079,SMK,Pemasaran - Bisnis Digital,Realistic,Investigative,Visual-Spasial,Visual,Praktikal,Belum yakin,Teknik Sipil|Arsitektur|Desain Produk|Teknik Mesin|Agroteknologi,synthetic_template,stage10-v2.0,14
UTT2-005375,Saya siswa SMK jurusan Farmasi Klinis dan Komunitas. Saya tertarik pada statistik. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-004684,SMK,Farmasi Klinis dan Komunitas,Conventional,Enterprising,Logis-Matematis,Visual,Eksekutif,Sistem Informasi,Sistem Informasi|Teknik Industri|Farmasi|Bisnis Digital|Akuntansi,synthetic_template,stage10-v2.0,17
UTT2-005376,"Aku lumayan suka dokumen dan Kontrol. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-011754,SMK,Teknik Elektronika,Conventional,Enterprising,Logis-Matematis,Reading/Writing,Eksekutif,Sistem Informasi,Sistem Informasi|Teknik Industri|Akuntansi|Bisnis Digital|Farmasi,synthetic_template,stage10-v2.0,14
UTT2-005377,Saya menyukai ruang dan Algoritma. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-002752,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Artistic,Realistic,Visual-Spasial,Kinesthetic,Kreatif,Desain Produk,Desain Produk|Arsitektur|Desain Komunikasi Visual|Film dan Televisi|Ilmu Komunikasi,synthetic_template,stage10-v2.0,11
UTT2-005378,"Aku lumayan suka Unity dan logika. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-006589,SMK,Pengembangan Gim,Investigative,Realistic,Logis-Matematis,Reading/Writing,Akademik,Kimia,Kimia|Farmasi|Statistika|Biologi|Matematika,synthetic_template,stage10-v2.0,14
UTT2-005379,"Aku masih bingung minatku apa, tapi suka logika dan bisnis. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-009656,SMK,Pengembangan Gim,Enterprising,Realistic,Logis-Matematis,Kinesthetic,Praktikal,Belum yakin,Agribisnis|Teknik Mesin|Sistem Informasi|Teknik Elektro|Teknik Industri,synthetic_template,stage10-v2.0,13
UTT2-005380,"Aku siswa SMA jurusan Bahasa dan Budaya, seneng praktik. Jurusan kuliah sing pas apa ya?",rekomendasi_prodi,jawa_umum,STU-002975,SMA,Bahasa dan Budaya,Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Teknik Informatika,Teknik Informatika|Teknik Mesin|Teknik Elektro|Teknologi Informasi|Agroteknologi,synthetic_template,stage10-v2.0,15
UTT2-005381,Saya siswa SMK jurusan Teknik Mesin. Saya tertarik pada manufaktur. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-010562,SMK,Teknik Mesin,Conventional,Enterprising,Logis-Matematis,Reading/Writing,Eksekutif,Administrasi Publik,Teknik Industri|Sistem Informasi|Akuntansi|Teknik Mesin|Farmasi,synthetic_template,stage10-v2.0,15
UTT2-005382,"Aku seneng produk, kira-kira prodi sing cocok kanggo aku apa?",rekomendasi_prodi,jawa_umum,STU-000081,SMA,Pilihan Campuran Kurikulum Merdeka,Artistic,Realistic,Visual-Spasial,Kinesthetic,Kreatif,Belum yakin,Desain Produk|Arsitektur|Desain Komunikasi Visual|Film dan Televisi|Teknik Sipil,synthetic_template,stage10-v2.0,10
UTT2-005383,"Aku masih bingung minatku apa, tapi suka algoritma dan rapi. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-006450,SMK,Farmasi Klinis dan Komunitas,Conventional,Enterprising,Logis-Matematis,Reading/Writing,Akademik,Sistem Informasi,Sistem Informasi|Farmasi|Teknik Industri|Akuntansi|Sains Data,synthetic_template,stage10-v2.0,13
UTT2-005384,Saya menyukai infrastruktur dan cybersecurity. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-001898,SMK,Agribisnis Tanaman/Ternak/Perikanan,Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Teknologi Informasi,Teknologi Informasi|Teknik Mesin|Agroteknologi|Teknik Informatika|Teknik Elektro,synthetic_template,stage10-v2.0,11
UTT2-005385,Saya menyukai kelas dan Fase F. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-011324,SMA,Pilihan Campuran Kurikulum Merdeka,Social,Artistic,Interpersonal,Auditory,Sosial,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Keperawatan|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Psikologi,synthetic_template,stage10-v2.0,12
